"last_name, first_name","player_id","year","single","double","triple","home_run","strikeout","walk","batting_avg","on_base_plus_slg","b_rbi","b_total_bases","r_total_stolen_base","barrel_batted_rate","in_zone_percent"
"Arenado, Nolan","571448","2024","118","23","0","16","92","44",".272","0.719","71","228","2",3.2,49.6
"Walker, Christian","572233","2024","68","26","0","26","133","55",".251","0.803","84","224","2",13.3,48.6
"Castellanos, Nick","592206","2024","97","30","4","23","139","41",".254","0.742","86","261","6",8.1,49.1
"Judge, Aaron","592450","2024","85","36","1","58","171","133",".322","1.159","144","392","10",26.9,47.9
"Machado, Manny","592518","2024","104","30","0","29","124","45",".275","0.797","105","280","11",11,51.4
"Profar, Jurickson","595777","2024","105","29","0","24","101","76",".280","0.839","85","259","10",7.2,50.7
"Lindor, Francisco","596019","2024","96","39","1","33","127","56",".273","0.844","91","309","29",13.6,51.5
"Bell, Josh","605137","2024","90","23","2","19","120","51",".249","0.724","71","218","0",7.6,46.6
"Betts, Mookie","605141","2024","82","24","5","19","57","61",".289","0.863","75","221","16",6,48.6
"Arcia, Orlando","606115","2024","79","24","0","17","128","41",".218","0.625","46","195","2",5.3,49.9
"Hernández, Teoscar","606192","2024","93","32","2","33","188","53",".272","0.840","99","295","12",14.9,48.8
"Marte, Ketel","606466","2024","86","23","2","36","106","65",".292","0.932","95","282","7",12.3,49
"Nimmo, Brandon","607043","2024","77","25","3","23","158","77",".224","0.726","90","228","15",9.1,49.9
"Turner, Trea","607208","2024","103","25","0","21","98","27",".295","0.807","62","237","19",6.9,48.5
"Ramírez, José","608070","2024","93","39","2","39","82","54",".279","0.872","118","333","41",8.6,47.6
"Bregman, Alex","608324","2024","93","30","2","26","86","44",".260","0.768","75","263","3",6.4,50.7
"Seager, Corey","608369","2024","81","21","0","30","96","53",".278","0.865","74","243","1",15.2,48.8
"Winker, Jesse","608385","2024","72","23","0","14","106","63",".253","0.765","58","174","14",7.6,53
"Swanson, Dansby","621020","2024","84","27","2","16","144","54",".242","0.702","66","208","19",9.2,52.7
"Ward, Taylor","621493","2024","91","26","2","25","163","63",".246","0.749","75","249","6",13,51
"Olson, Matt","621566","2024","81","37","1","29","170","71",".247","0.790","98","274","0",12.4,48.1
"Santander, Anthony","623993","2024","69","25","2","44","129","58",".235","0.814","102","301","2",11.7,46.8
"Alonso, Pete","624413","2024","81","31","0","34","172","70",".240","0.788","88","279","3",13.2,48.3
"Soler, Jorge","624585","2024","63","34","1","21","141","68",".241","0.780","64","218","1",12.6,46.4
"Cronenworth, Jake","630105","2024","90","29","3","17","118","61",".241","0.714","83","225","5",7.8,51.2
"Bellinger, Cody","641355","2024","93","23","3","18","89","45",".266","0.751","78","220","9",6.3,50.1
"McMahon, Ryan","641857","2024","89","28","0","20","185","69",".242","0.722","65","225","4",10.9,52.1
"Adames, Willy","642715","2024","88","33","0","32","173","74",".251","0.793","112","282","21",12,49.5
"Benintendi, Andrew","643217","2024","69","20","0","20","96","41",".229","0.685","64","189","3",6.3,51.8
"Devers, Rafael","646240","2024","76","34","5","28","147","67",".272","0.870","83","271","3",13,47.3
"Naylor, Josh","647304","2024","79","27","0","31","105","58",".243","0.776","108","257","6",8.4,45.2
"Arraez, Luis","650333","2024","161","32","3","4","29","24",".314","0.738","46","250","9",1.6,52.2
"Torres, Gleyber","650402","2024","110","26","0","15","136","65",".257","0.708","63","222","4",6.3,50.7
"Castro, Willi","650489","2024","90","31","5","12","150","51",".247","0.716","60","215","14",7,48.1
"Díaz, Yandy","650490","2024","112","31","1","14","95","50",".281","0.755","65","233","0",7.6,51.1
"De La Cruz, Bryan","650559","2024","90","25","0","21","170","29",".233","0.655","68","224","5",9.3,48.7
"Chapman, Matt","656305","2024","74","39","2","27","158","64",".247","0.791","78","266","15",12.6,51.9
"Hoskins, Rhys","656555","2024","56","14","0","26","149","53",".214","0.722","82","188","3",12.7,51.4
"Schwarber, Kyle","656941","2024","82","22","0","38","197","106",".248","0.851","104","278","5",15.6,47.9
"Thomas, Lane","657041","2024","68","26","3","15","137","44",".237","0.709","63","189","32",7.4,50.7
"Verdugo, Alex","657077","2024","88","28","1","13","93","49",".233","0.647","61","199","2",5.6,53.4
"Ohtani, Shohei","660271","2024","98","38","7","54","162","81",".310","1.036","130","411","59",21.5,48
"Sánchez, Jesús","660821","2024","79","25","1","18","140","41",".252","0.730","64","204","16",12.2,45.8
"Contreras, William","661388","2024","105","37","2","23","139","78",".281","0.831","92","277","9",10,47.9
"Varsho, Daulton","662139","2024","52","21","7","18","137","48",".214","0.700","58","187","10",6.2,49.1
"Hoerner, Nico","663538","2024","116","35","1","7","66","44",".273","0.708","48","217","31",1.2,51.7
"Mountcastle, Ryan","663624","2024","83","30","2","13","114","27",".271","0.733","63","201","3",8.8,47.8
"India, Jonathan","663697","2024","87","28","2","15","125","80",".248","0.749","58","209","13",7.7,50.9
"Raleigh, Cal","663728","2024","70","16","0","34","176","70",".220","0.748","100","238","6",15.4,47.4
"Vierling, Matt","663837","2024","84","28","5","16","121","41",".257","0.735","57","219","6",7.5,51.9
"Stephenson, Tyler","663886","2024","72","26","1","19","117","48",".258","0.782","66","203","1",9.1,49.2
"Rodgers, Brendan","663898","2024","91","29","1","13","132","31",".267","0.721","54","204","1",5.6,50.4
"Lowe, Nathaniel","663993","2024","96","16","1","16","125","71",".265","0.762","69","195","2",5.8,49
"Happ, Ian","664023","2024","77","34","2","25","168","80",".243","0.782","86","251","13",11.7,50.8
"France, Ty","664034","2024","75","24","0","13","114","38",".234","0.670","51","175","1",7.3,50.7
"Bohm, Alec","664761","2024","94","44","2","15","86","40",".280","0.780","97","248","5",6.8,51.2
"Peña, Jeremy","665161","2024","115","28","2","15","111","25",".266","0.702","70","237","20",5.4,48.1
"Guerrero Jr., Vladimir","665489","2024","124","44","1","30","96","72",".323","0.940","103","335","2",13.7,49.9
"Soto, Juan","665742","2024","90","31","4","41","119","129",".288","0.988","109","328","7",19.7,46.5
"Taveras, Leody","665750","2024","78","17","3","12","112","42",".229","0.641","44","169","23",5.9,48.9
"Cruz, Oneil","665833","2024","82","34","3","21","181","51",".259","0.773","76","243","22",15.7,46.6
"Chisholm Jr., Jazz","665862","2024","95","21","4","24","152","53",".256","0.760","73","245","40",9.7,48.4
"Giménez, Andrés","665926","2024","115","22","1","9","97","26",".252","0.638","63","198","30",2.8,51.1
"Morel, Christopher","666624","2024","70","11","3","21","159","61",".196","0.634","60","185","8",10.2,48.9
"García, Adolis","666969","2024","78","27","0","25","177","45",".224","0.684","85","232","11",12.5,44.8
"Gurriel Jr., Lourdes","666971","2024","101","22","2","18","101","29",".279","0.757","75","223","7",6.7,49.7
"Rooker Jr., Brent","667670","2024","93","26","2","39","177","59",".293","0.927","112","307","11",16.6,46.1
"Arozarena, Randy","668227","2024","67","33","0","20","169","73",".219","0.720","60","213","20",8.3,47.3
"Bleday, JJ","668709","2024","72","43","4","20","125","67",".243","0.761","60","250","2",8.3,47.8
"Steer, Spencer","668715","2024","71","34","4","20","137","72",".225","0.721","92","231","25",6.4,49.2
"Reynolds, Bryan","668804","2024","115","29","3","24","156","57",".275","0.791","88","278","10",9.6,46.2
"Turang, Brice","668930","2024","107","24","4","7","105","50",".254","0.665","57","195","50",2.4,53.5
"Rutschman, Adley","668939","2024","102","21","1","19","103","58",".250","0.709","79","223","1",6.1,49.9
"Langeliers, Shea","669127","2024","59","18","2","29","145","41",".224","0.738","80","217","4",12.8,48.3
"Smith, Will","669257","2024","72","24","2","20","105","51",".248","0.760","75","206","1",10.8,49.6
"Burger, Jake","669394","2024","81","23","1","29","150","31",".250","0.761","76","246","1",12.3,47.2
"Smith, Josh","669701","2024","91","30","1","13","121","46",".258","0.731","62","206","11",3.7,51.7
"Alvarez, Yordan","670541","2024","99","34","2","35","95","69",".308","0.959","86","313","6",14.5,46.1
"Paredes, Isaac","670623","2024","84","25","1","19","105","76",".238","0.739","80","213","1",4.5,47.7
"Ramos, Heliot","671218","2024","80","23","3","22","135","37",".269","0.791","72","223","6",14.5,48.2
"García, Luis","671277","2024","97","25","1","18","86","27",".282","0.762","70","222","22",8,47.7
"Garcia, Maikel","672580","2024","94","27","5","7","103","42",".231","0.613","58","191","37",3.7,52.3
"Diaz, Yainer","673237","2024","127","29","3","16","107","24",".299","0.766","84","258","2",7.6,46.2
"Suzuki, Seiya","673548","2024","91","27","6","21","160","63",".283","0.848","73","247","16",11.5,48.6
"Burleson, Alec","676475","2024","106","20","0","21","76","35",".269","0.734","78","230","9",6.5,49.4
"Meyers, Jake","676694","2024","65","20","3","13","117","35",".219","0.646","61","166","11",6.8,48.7
"Rodríguez, Julio","677594","2024","118","17","0","20","156","38",".273","0.734","68","232","24",10.2,45.4
"Witt Jr., Bobby","677951","2024","123","45","11","32","106","57",".332","0.977","109","374","31",14.3,47.4
"Tovar, Ezequiel","678662","2024","101","45","4","26","200","23",".269","0.764","78","307","6",9,48.1
"Rafaela, Ceddanne","678882","2024","91","23","5","15","151","15",".246","0.664","75","212","19",7.5,48.3
"Kwan, Steven","680757","2024","107","16","3","14","51","53",".292","0.793","44","204","12",2.6,51.7
"Duran, Jarren","680776","2024","108","48","14","21","160","54",".285","0.834","75","330","34",9.3,50.3
"Gelof, Zack","680869","2024","66","20","2","17","188","38",".211","0.632","49","180","25",8.8,51.4
"Donovan, Brendan","680977","2024","112","34","3","14","81","47",".278","0.759","73","245","5",5.5,51.4
"Stott, Bryson","681082","2024","92","19","2","11","93","53",".245","0.671","57","180","32",3.6,50.5
"Cowser, Colton","681297","2024","70","24","3","24","172","52",".242","0.768","69","223","9",13.6,50.1
"O'Hoppe, Logan","681351","2024","79","17","1","20","155","33",".244","0.712","56","196","2",12,47
"De La Cruz, Elly","682829","2024","89","36","10","25","218","69",".259","0.810","76","291","67",12.7,47.3
"Abrams, CJ","682928","2024","78","29","6","20","128","40",".246","0.747","65","234","31",6.9,50.9
"Greene, Riley","682985","2024","77","27","6","24","156","64",".262","0.827","74","245","4",13.4,48.8
"Carroll, Corbin","682998","2024","78","22","14","22","130","73",".231","0.750","74","252","35",7.2,47.2
"Henderson, Gunnar","683002","2024","102","31","7","37","159","78",".281","0.893","92","333","21",11.2,48.4
"Volpe, Anthony","683011","2024","109","27","7","12","156","42",".243","0.657","60","232","28",3.9,52
"Vaughn, Andrew","683734","2024","90","30","1","19","132","38",".246","0.699","70","229","2",9.3,48.6
"Busch, Michael","683737","2024","72","28","2","21","162","63",".248","0.775","65","218","2",11.2,48.3
"Frelick, Sal","686217","2024","95","22","4","2","78","39",".259","0.655","32","159","18",0.8,50.5
"Pasquantino, Vinnie","686469","2024","79","30","2","19","71","40",".262","0.761","97","221","1",7.1,48
"Doyle, Brenton","686668","2024","90","24","4","23","153","46",".260","0.763","72","242","30",10.5,48.1
"Neto, Zach","687263","2024","77","34","1","23","140","39",".249","0.761","77","240","30",8.4,48.1
"Ortiz, Joey","687401","2024","63","25","6","11","103","56",".239","0.727","60","175","11",4.6,50.8
"Keith, Colt","690993","2024","102","15","4","13","110","36",".260","0.689","61","196","7",5.6,49.2
"Winn, Masyn","691026","2024","105","32","5","15","109","41",".267","0.730","57","244","11",3.7,51.5
"Chourio, Jackson","694192","2024","91","29","4","21","121","39",".275","0.791","79","245","22",7.8,49.6
"Schanuel, Nolan","694384","2024","98","19","0","13","103","68",".250","0.705","54","188","10",3.5,50
"Langford, Wyatt","694671","2024","81","25","4","16","115","51",".253","0.740","74","207","19",9.3,48
"Young, Jacob","696285","2024","92","24","1","3","102","30",".256","0.647","36","155","33",1.6,52.6
"Merrill, Jackson","701538","2024","101","31","6","24","101","29",".292","0.826","90","277","16",11.3,49.3
